FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y
10.0000,4.0000,1333.8526,1250.3931,720.7310,454.1444,982.2965,436.8574,2041.5630,256.1024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.0000,4.0000,1334.0189,1327.8500,722.1537,531.8907,982.3533,514.8278,2042.1265,334.0346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.0000,4.0000,1334.2544,1406.0287,723.3166,610.1506,982.5647,593.6315,2042.6686,412.3082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.0000,4.0000,1334.3635,1483.9123,724.7784,688.4911,982.6911,672.4817,2043.2829,490.3369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.0000,4.0000,1334.9128,1562.8161,726.3373,767.5594,982.9778,751.5555,2043.6416,568.7473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.0000,4.0000,1335.7453,1640.9108,727.0494,845.5843,983.3437,830.4309,2043.8417,647.6988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.0000,3.0000,727.6429,924.0192,983.8974,909.9124,2044.3651,726.8699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.0000,4.0000,728.7694,1002.7986,984.1502,988.7329,2044.9520,805.6000,1090.0375,48.9088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.0000,4.0000,729.3917,1081.8780,984.6063,1068.0371,2045.0436,883.9665,1090.3990,127.4392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.0000,4.0000,729.7160,1160.3200,984.7800,1146.6996,2045.4608,962.3753,1090.6332,205.4229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.0000,4.0000,729.6010,1239.1128,985.1985,1225.0488,2045.6106,1040.6082,1090.8939,283.4996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.0000,4.0000,729.6555,1317.5394,985.6817,1303.4461,2045.8221,1118.5362,1091.4193,361.6514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22.0000,4.0000,729.7546,1396.5212,986.2045,1381.6976,2045.8818,1196.8067,1091.5953,440.1957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.0000,4.0000,729.2546,1474.4078,986.9709,1459.2204,2045.7143,1274.6495,1091.9841,518.3402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.0000,4.0000,728.6851,1552.3828,987.6112,1536.1694,2045.7968,1352.0222,1092.3738,596.9301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.0000,5.0000,728.6537,1631.0181,988.3544,1614.1285,2046.0049,1429.7883,1092.3167,675.5949,764.9666,34.5929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26.0000,3.0000,2045.8529,1506.4175,1092.8215,754.6861,765.0841,114.5372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27.0000,4.0000,2045.7998,1583.7616,1093.0369,833.6277,765.5095,194.5427,485.0225,98.1549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28.0000,3.0000,1093.2184,911.9909,766.5004,274.4094,484.7829,176.0118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29.0000,3.0000,1093.4291,991.5135,767.1956,354.7069,484.6254,255.0710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30.0000,4.0000,1093.6854,1070.3600,767.8759,434.7733,484.5956,333.6260,1197.9485,91.8153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31.0000,4.0000,1093.9959,1149.4048,767.7704,514.9777,484.7312,412.2396,1198.5891,170.2473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.0000,4.0000,1094.3059,1228.5049,767.7662,594.9639,484.6785,491.4258,1198.6515,248.6388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33.0000,4.0000,1094.6435,1307.5341,768.0494,674.9055,484.6063,570.5650,1199.0828,327.2332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.0000,5.0000,1094.8488,1385.8818,768.7472,754.2278,484.8165,648.9216,1199.2568,405.5259,368.6344,59.7323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35.0000,5.0000,1095.1865,1464.4990,769.3855,833.9095,484.9048,727.6826,1199.7051,484.6908,370.1022,137.4705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.0000,6.0000,1095.0617,1541.5417,769.7966,912.7776,485.3010,805.9631,1200.1806,563.0801,370.4255,214.2739,880.8667,97.7964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.0000,6.0000,1095.5248,1618.8273,770.2704,991.9266,485.8678,884.5482,1200.2924,641.7734,370.3113,291.7502,881.0137,176.3826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.0000,5.0000,770.9339,1070.9472,486.4030,962.9803,1200.7355,720.5462,370.5206,369.9764,880.6578,254.5643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.0000,6.0000,771.3672,1150.0768,487.0879,1041.7810,1200.5702,799.6937,370.5291,448.7827,880.1480,333.3196,1625.1366,104.3201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40.0000,6.0000,771.6244,1228.4203,487.3962,1119.7160,1200.6287,877.9391,370.1169,527.4732,879.9952,411.7873,1625.8483,181.7372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41.0000,6.0000,772.0310,1307.2106,487.8337,1198.6812,1200.8466,957.1959,369.5350,607.1839,879.2366,491.1331,1626.1634,260.5674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42.0000,6.0000,772.7392,1385.8786,488.4201,1277.5620,1201.0278,1035.9315,369.0327,686.7503,878.6125,570.1709,1626.3803,339.4400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.0000,6.0000,773.2994,1464.1470,488.9441,1355.8883,1200.9577,1114.8166,368.0594,766.4425,878.1331,649.5051,1627.0334,417.6705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.0000,7.0000,772.7647,1541.8723,489.6009,1434.6196,1201.0809,1193.9291,367.2927,846.4915,877.7562,729.0097,1627.2806,496.4788,1244.4189,67.9253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.0000,7.0000,772.3627,1619.8607,490.5335,1513.3101,1201.4306,1273.0774,366.1671,926.7502,877.4561,808.6752,1627.5554,575.4447,1243.1428,145.7836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.0000,6.0000,491.4611,1591.3636,1201.5958,1351.0923,364.6977,1006.4074,877.3079,887.6857,1628.0110,653.3690,1242.0259,223.0415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.0000,5.0000,1201.5156,1429.1984,364.0194,1086.6444,877.8722,966.6555,1628.0618,731.7788,1240.2186,300.3482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.0000,6.0000,1201.2908,1507.0867,363.5067,1166.8265,878.4931,1045.0625,1628.3378,810.1294,1238.5973,377.9856,977.7693,48.9936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.0000,6.0000,1200.4306,1585.0819,362.6899,1246.5602,879.2685,1123.8411,1628.5959,888.6616,1237.5885,456.0031,977.9472,127.6502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.0000,6.0000,1199.2620,1662.4179,362.2483,1325.4758,880.2849,1201.5677,1628.8743,966.5360,1236.9710,533.9247,978.2082,204.6851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.0000,5.0000,362.3130,1404.1577,881.0063,1278.8158,1629.3138,1043.7284,1237.2890,612.0325,978.8521,282.2302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.0000,6.0000,362.9913,1482.3454,881.9335,1355.4598,1629.3921,1120.8899,1237.8657,689.7564,978.6515,359.0690,2032.5687,111.1837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53.0000,6.0000,363.7076,1560.1867,882.8979,1432.4379,1629.4100,1198.5129,1238.1855,766.4368,979.0261,436.7961,2033.2719,188.0011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54.0000,6.0000,364.0870,1637.4613,884.1650,1509.1594,1629.7252,1275.5393,1239.1300,842.9428,979.1818,513.8915,2033.6063,265.3169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55.0000,5.0000,885.4347,1585.7678,1629.7998,1352.6809,1239.8060,919.0566,979.3765,591.7752,2034.1077,342.3563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56.0000,4.0000,1629.8117,1429.8440,1241.0256,996.1723,979.6039,669.3606,2034.3637,419.8175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57.0000,4.0000,1629.5334,1507.2168,1242.4174,1074.2322,979.8957,747.4170,2034.7113,497.2979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58.0000,5.0000,1629.4584,1584.3056,1243.4511,1152.9966,980.1471,826.5328,2035.0663,575.9524,941.9257,110.7484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59.0000,5.0000,1628.9713,1660.7677,1243.9386,1230.8542,980.5568,905.2299,2035.4291,654.3918,941.7211,189.2710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60.0000,4.0000,1244.6248,1309.7209,980.7002,984.4738,2035.7349,733.0755,941.6821,267.6390,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61.0000,5.0000,1244.9204,1388.0261,981.0088,1062.9570,2035.9110,811.7282,942.2153,345.6928,976.5444,102.0616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
62.0000,5.0000,1245.3585,1466.4801,981.1676,1141.7014,2036.3306,889.7976,942.0756,424.3547,976.6967,180.1501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63.0000,5.0000,1245.7701,1544.2560,981.8326,1219.7203,2036.6333,967.2743,942.3149,502.1239,976.8965,257.3839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64.0000,5.0000,1246.0694,1623.0137,982.1889,1298.0331,2036.9316,1045.4567,942.3866,581.0768,977.2952,335.8934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65.0000,4.0000,982.5012,1375.3816,2037.1940,1122.8361,942.7198,659.2960,977.6650,413.4541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66.0000,5.0000,982.9929,1453.7357,2036.7619,1200.9353,942.8107,737.7365,977.8167,491.8638,628.9176,79.2448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67.0000,6.0000,983.9186,1531.2407,2036.9293,1278.2010,943.3428,816.0270,978.0239,569.6850,629.2208,157.0626,1470.9740,111.8660,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68.0000,6.0000,983.8664,1609.4423,2037.1322,1356.9013,943.5833,895.5323,978.4733,648.9547,630.0786,235.6401,1471.5599,190.3601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69.0000,5.0000,2037.2939,1434.5092,944.0071,974.7788,978.7708,728.1902,630.7638,314.4072,1472.0282,269.0562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70.0000,5.0000,2037.0753,1513.9852,944.1747,1055.3829,979.1702,808.5569,631.8509,394.6383,1472.3368,349.3035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71.0000,5.0000,2036.8474,1592.6970,944.4391,1134.9757,979.4510,888.5067,632.5457,474.6404,1472.7818,428.8514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72.0000,4.0000,945.0904,1215.0848,979.9710,968.8906,632.3640,554.9743,1473.1028,509.0031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73.0000,4.0000,945.5035,1294.5277,980.1637,1048.8486,632.4714,634.9334,1473.4052,588.6336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
74.0000,4.0000,946.1286,1374.5687,980.3329,1129.3415,632.4009,715.3488,1473.4649,669.5913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75.0000,4.0000,946.7749,1454.2266,980.6807,1209.6079,632.4319,795.3321,1473.8115,749.7940,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76.0000,4.0000,947.6642,1533.7088,981.1699,1289.8645,633.0187,875.4248,1474.2312,829.6724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
77.0000,4.0000,948.9308,1613.1877,981.3316,1369.3267,633.5109,955.1059,1474.3495,909.2862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
78.0000,3.0000,981.9054,1449.2132,634.1144,1035.2609,1474.5010,989.7632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79.0000,4.0000,982.4905,1527.8291,634.9530,1114.7345,1474.7959,1069.3542,1654.8635,55.4167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80.0000,5.0000,983.1862,1605.8421,635.6821,1193.6961,1474.9973,1147.7540,1655.6223,133.4436,1150.0661,60.2671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81.0000,4.0000,636.1690,1272.0511,1475.3891,1225.7340,1656.0955,211.4191,1150.4523,138.2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82.0000,4.0000,636.9074,1350.5825,1475.3735,1304.5964,1656.7697,289.2580,1151.1193,216.5166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83.0000,5.0000,637.4743,1429.4295,1475.0858,1383.2381,1657.1754,368.1804,1151.3430,295.4800,1407.4070,82.0014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
84.0000,5.0000,638.0040,1507.4978,1475.0700,1461.5729,1657.5794,447.1385,1151.6861,374.1739,1407.6644,160.7853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85.0000,5.0000,638.8885,1586.1988,1474.8493,1540.1522,1657.9457,526.4652,1152.0945,453.6582,1407.9392,239.6154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86.0000,4.0000,1474.5279,1618.6235,1658.3375,606.0913,1152.1830,533.2242,1408.4575,319.1932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87.0000,4.0000,1658.6515,684.7769,1152.1572,612.7451,1408.9866,397.6614,842.5489,34.6718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88.0000,4.0000,1659.1304,763.6016,1152.6290,691.8164,1409.1711,476.7193,842.7667,114.2746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89.0000,4.0000,1659.3430,842.6834,1152.8187,771.1101,1409.8003,555.9756,842.4298,193.9701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90.0000,4.0000,1659.4467,921.8139,1152.9606,849.9494,1410.1026,635.0784,841.7450,273.4549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91.0000,4.0000,1659.7338,1000.6156,1153.2690,929.1192,1410.3060,713.5427,841.5516,353.3509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92.0000,4.0000,1659.9750,1078.4542,1153.8369,1007.1270,1410.5881,792.0806,841.5893,432.8918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93.0000,4.0000,1660.2333,1157.2313,1154.3259,1085.8834,1411.2052,870.2900,841.0428,513.2745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94.0000,4.0000,1660.3936,1235.0963,1154.4595,1164.1815,1411.4137,948.7015,840.4961,593.2168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95.0000,4.0000,1660.4972,1313.7787,1154.8467,1243.2775,1411.8568,1028.3785,840.2111,674.0706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96.0000,4.0000,1660.8229,1392.0163,1155.2473,1321.7857,1412.1012,1106.7399,839.7751,754.3634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97.0000,4.0000,1661.0688,1470.3622,1155.2917,1399.7464,1412.3592,1185.2711,839.6075,835.6182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98.0000,4.0000,1660.8323,1547.8056,1155.5786,1477.1737,1412.3881,1263.7691,839.1744,916.4759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99.0000,4.0000,1660.3602,1625.9067,1156.5285,1555.3684,1412.5423,1343.2905,838.5031,998.4251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100.0000,3.0000,1157.4053,1633.4284,1412.8607,1421.9395,838.4620,1079.0811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101.0000,2.0000,1412.8918,1500.7682,837.5185,1159.8772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102.0000,2.0000,1413.5737,1579.8346,837.4600,1240.2982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
103.0000,2.0000,837.1816,1320.6584,1631.2234,89.5315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104.0000,2.0000,837.5245,1400.1286,1632.0454,168.3545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
105.0000,2.0000,838.1481,1479.2650,1633.1533,247.7363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
