FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y,MidPoint_18_x,MidPoint_18_y,MidPoint_19_x,MidPoint_19_y,MidPoint_20_x,MidPoint_20_y,MidPoint_21_x,MidPoint_21_y,MidPoint_22_x,MidPoint_22_y,MidPoint_23_x,MidPoint_23_y,MidPoint_24_x,MidPoint_24_y,MidPoint_25_x,MidPoint_25_y,MidPoint_26_x,MidPoint_26_y,MidPoint_27_x,MidPoint_27_y
937.0000,15.0000,1141.3807,1615.9029,571.9972,1400.4275,1519.6565,1398.1878,980.3031,1169.2822,807.5942,1077.9253,1200.8769,823.8584,1493.6240,826.6143,2060.5149,778.9096,1652.8021,742.4820,1478.9120,493.1327,200.5966,400.5093,334.8127,380.3528,730.5650,331.1020,609.9965,202.5277,741.7555,146.0195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
938.0000,15.0000,572.7549,1478.4363,1519.7739,1475.5468,980.7377,1247.5202,808.9306,1156.9291,1201.2580,902.0043,1493.8107,904.8854,2060.8076,856.7328,1653.4623,820.4179,1479.1376,571.0473,200.6286,478.6118,335.2539,458.0291,730.8923,408.8975,610.7009,278.9986,743.3273,223.8261,1289.0287,86.6401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
939.0000,15.0000,573.0571,1556.3435,1519.7948,1553.9454,980.9567,1326.1609,810.4759,1235.7368,1201.5269,980.5392,1494.0136,983.4375,2061.0033,934.9673,1653.4384,899.3457,1479.4603,649.5890,200.7111,556.8111,335.0628,536.1508,730.9978,487.2946,611.4322,356.4717,744.8192,301.4287,1289.2461,164.6256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
940.0000,16.0000,573.2428,1633.9640,1519.6514,1631.4137,981.3684,1403.5119,812.0646,1313.7554,1201.6947,1058.3705,1494.3199,1061.2978,2061.2393,1012.8041,1653.5473,977.2374,1480.2411,727.6515,200.8040,634.5783,335.2015,613.5429,731.3805,564.8963,612.6344,433.4477,746.1096,378.7730,1289.7258,241.7166,583.4939,47.5696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
941.0000,14.0000,981.6802,1481.6909,813.4296,1392.8207,1202.0570,1137.6583,1494.8195,1140.2093,2061.2085,1091.5677,1654.1178,1056.3669,1480.3403,807.0621,201.0164,713.5421,335.4586,692.7275,731.5459,644.0691,614.0078,511.1054,747.3114,456.7386,1289.7833,320.2174,580.8781,123.0849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
942.0000,14.0000,982.2086,1559.5135,814.2497,1471.7679,1202.4709,1216.2413,1494.7782,1218.7268,2061.8158,1169.6288,1654.3369,1134.8729,1480.5783,885.4679,201.1100,792.2659,335.5889,770.9591,731.7029,722.5121,615.0022,587.8130,747.9542,534.0830,1289.9790,397.9162,578.8304,197.4261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
943.0000,14.0000,982.8118,1637.3571,815.2865,1550.7082,1202.8108,1294.7754,1494.8024,1296.8910,2061.6341,1248.1485,1654.1165,1213.6417,1480.8643,964.3025,201.1511,870.7828,335.9406,849.6991,731.8973,801.3737,616.2271,665.5903,748.1638,612.5975,1290.5776,476.5474,577.7493,271.6979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
944.0000,13.0000,816.5347,1628.0173,1202.7386,1372.2505,1494.5102,1374.6963,2061.8657,1325.4474,1654.1870,1291.0875,1481.6130,1042.0534,201.8105,948.9696,336.3124,927.3798,732.4230,879.1195,617.1687,742.6621,748.4755,690.6883,1290.9031,554.7647,576.1143,345.8409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
945.0000,12.0000,1202.6391,1451.2485,1494.8122,1453.6880,2061.9827,1404.3687,1654.0722,1370.1872,1481.7071,1120.9132,202.4772,1027.5250,336.8244,1006.8360,732.7588,958.7387,618.1600,821.4467,748.5773,771.0124,1291.4938,634.3510,574.0855,420.8603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
946.0000,13.0000,1203.8472,1528.5673,1495.6154,1531.2343,2062.4139,1482.2786,1654.5225,1447.8964,1481.9042,1199.1373,203.0088,1105.3830,337.3775,1085.0214,733.3261,1037.3730,618.6090,899.0747,748.5886,850.4816,1291.8641,713.5347,572.1047,494.9858,706.6988,123.0167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
947.0000,14.0000,1204.5141,1606.6734,1495.3567,1609.5674,2061.6922,1560.8274,1654.5360,1525.9462,1481.6735,1277.7063,203.3897,1183.9716,338.0820,1163.6133,733.5415,1116.3027,619.4637,977.1464,748.0522,930.5854,1292.3462,792.9291,571.3022,569.7535,707.1034,201.5658,1228.2464,102.1153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
948.0000,13.0000,2061.4447,1637.6343,1654.1622,1603.8561,1481.5238,1356.1230,203.9819,1262.0985,338.4089,1241.5307,734.5115,1194.6424,619.8208,1054.8757,747.5291,1010.4288,1292.6158,871.8499,570.3190,644.8923,707.0428,279.8048,1228.3664,180.0951,1062.0593,48.5958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
949.0000,14.0000,1481.4925,1435.1896,204.6960,1340.9693,339.2858,1320.6143,735.2679,1273.6755,620.7285,1133.9914,746.8801,1090.4440,1292.7803,951.5432,569.4204,721.7584,707.0574,359.0186,1228.8600,259.4736,1062.2813,127.8384,1955.5106,99.3829,1282.2724,89.9132,1671.4116,55.9387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
950.0000,14.0000,1481.4940,1513.3475,205.5350,1418.8197,340.0196,1398.7814,735.7564,1351.7646,620.9812,1212.1175,746.0801,1168.9552,1292.8370,1029.7142,568.3374,798.0631,707.2070,437.3409,1229.2575,337.7735,1062.3320,205.6470,1955.5600,175.8813,1282.4927,168.1415,1672.3891,134.0300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
951.0000,15.0000,1481.9143,1591.6310,206.2537,1496.8491,340.7970,1476.9917,736.6370,1430.3606,621.8850,1291.1329,745.7313,1248.3673,1292.9675,1108.0885,567.7281,875.3439,707.5259,515.8616,1229.4995,416.1618,1062.4402,283.9305,1955.2750,253.6041,1282.7159,246.3547,1673.4794,212.3461,654.0018,94.6370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
952.0000,15.0000,1481.6686,1668.8077,207.1437,1573.7821,341.6551,1554.7124,736.9605,1508.5519,623.0526,1370.4592,745.6775,1327.0605,1293.1016,1186.5160,566.8737,953.0944,707.5903,595.2645,1229.8079,494.8311,1062.7292,362.2091,1955.4943,331.3003,1283.2603,324.8721,1674.4271,290.7162,655.4699,172.8501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
953.0000,14.0000,208.7838,1648.3183,342.3419,1632.4426,737.5359,1587.0314,623.2086,1449.5815,745.7561,1406.9126,1292.8084,1265.1519,566.3170,1031.6639,707.6669,674.0169,1229.9631,574.1170,1062.9022,441.0613,1956.2375,409.7631,1283.5387,403.8551,1674.9600,369.7847,655.6361,251.4775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
954.0000,12.0000,738.5600,1664.3902,623.3282,1528.2227,745.8204,1485.6382,1292.8813,1343.5778,566.3974,1109.6478,707.9010,752.4553,1230.1390,652.7191,1063.1901,520.0704,1956.9757,487.7908,1283.5396,482.3052,1675.7500,447.8505,655.1427,330.3224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
955.0000,11.0000,623.5969,1606.9590,746.0863,1564.1713,1293.5328,1421.7903,566.6292,1188.0535,708.1649,831.6174,1230.3547,732.0428,1063.3174,598.9933,1957.4326,567.0185,1283.9998,561.1569,1675.9905,526.9142,655.2588,409.0497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
956.0000,10.0000,745.9472,1643.0245,1293.4213,1501.0422,566.4990,1267.2153,708.2368,911.0819,1230.5304,811.6885,1063.5381,678.3768,1957.5785,646.6028,1284.2166,640.6757,1676.0032,606.0744,655.0554,488.8292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
957.0000,9.0000,1293.5156,1579.3931,567.3202,1345.9407,709.0270,990.4063,1230.7604,890.4603,1064.0570,757.2042,1957.8756,726.2319,1284.3578,719.9846,1675.9222,684.7709,655.4101,567.1120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
958.0000,9.0000,1293.7650,1657.4278,568.2522,1424.7692,709.4438,1069.2119,1231.0279,968.9798,1064.3790,836.0437,1957.3928,806.2362,1284.4681,799.1517,1675.7319,763.4225,655.3510,646.1076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
959.0000,11.0000,569.4304,1503.2545,709.9813,1147.3477,1231.6339,1047.0106,1064.8229,914.5790,1956.5493,886.4284,1284.5734,877.7354,1675.5318,841.4624,655.7434,724.1488,1628.5011,106.3784,1193.1241,75.0158,147.9627,47.8897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
960.0000,12.0000,570.8091,1582.1786,710.7378,1225.4626,1231.6116,1125.5442,1064.9445,992.7826,1956.0607,966.9792,1284.7716,956.1424,1675.4575,920.0142,655.9323,802.5830,1629.1304,184.4352,1193.5996,152.8303,149.0684,125.7409,1284.7812,81.5750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
961.0000,13.0000,571.9156,1661.4032,711.0630,1303.6492,1231.8533,1203.8673,1065.5328,1071.4673,1954.8176,1047.7791,1285.0795,1034.5003,1675.5376,998.3533,656.3138,881.0161,1629.8182,261.5786,1194.0325,230.6521,149.9098,203.2422,1285.0535,159.3639,203.6466,73.3215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
962.0000,16.0000,711.5280,1381.7937,1232.2867,1281.9589,1065.7613,1149.5472,1953.8507,1129.2190,1285.3102,1112.8414,1675.3128,1076.7652,656.7471,959.5432,1630.2174,339.3854,1194.2074,308.6944,150.3111,281.3049,1285.4811,237.2438,203.4896,151.4045,582.3788,122.8391,1950.3632,40.9279,613.7757,51.9759,373.9193,41.7438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
963.0000,17.0000,712.4644,1458.7277,1232.7599,1359.6129,1066.1478,1227.2855,1952.0095,1208.9591,1285.3004,1189.9543,1675.4745,1154.5014,657.2451,1036.9987,1630.6100,416.7350,1194.5724,386.0675,150.8408,358.9574,1285.9395,314.9580,203.4845,228.2593,582.1412,201.0719,1950.8534,118.1201,613.9175,128.9724,373.5698,119.3036,778.5249,119.1504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
964.0000,19.0000,713.8127,1536.4390,1233.2963,1438.4983,1066.3209,1306.5380,1950.1486,1289.1400,1285.2551,1268.5474,1675.6151,1233.4833,657.3929,1116.2928,1631.1429,495.5715,1194.7968,464.8663,151.3795,437.8024,1286.4708,393.6097,203.4514,306.6874,582.6927,279.6353,1951.2838,196.6171,613.9035,207.4145,373.7418,197.6384,777.4540,198.7491,1042.3169,120.4532,1662.7832,63.4352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
965.0000,19.0000,714.7272,1612.5519,1234.0899,1516.3621,1066.8645,1384.1778,1947.8980,1367.4521,1285.6078,1346.2238,1675.9501,1310.8240,657.8700,1194.0497,1631.5425,573.1089,1195.2552,542.7912,151.3517,515.5812,1286.6900,471.1506,203.3151,384.2524,1952.3428,273.5730,597.3773,323.2251,373.6648,274.5465,776.5483,276.3019,1041.7511,197.7810,1668.0292,140.4637,1144.5986,71.5215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
966.0000,19.0000,1234.1107,1594.2830,1067.4866,1462.0223,1945.9731,1446.2402,1285.7963,1424.2978,1676.1485,1388.3908,658.2286,1272.0481,1631.9435,651.7454,1195.4404,621.3362,151.2449,593.7243,1286.9683,549.1648,203.3186,462.0030,582.2230,436.7615,1952.8697,351.2674,613.9982,362.5698,373.8509,352.2803,775.5613,354.7240,1041.7819,275.2482,1673.0735,217.8915,1145.4315,151.1589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
967.0000,18.0000,1067.3932,1539.1432,1944.7757,1524.2210,1285.3745,1501.0833,1676.4094,1465.6143,658.9825,1349.1710,1632.3814,729.2446,1195.5908,698.7090,151.3844,671.5054,1287.2783,626.6256,203.5610,539.3729,582.3310,514.6671,1953.0930,428.6139,614.3497,440.0041,373.9701,429.6931,775.5060,432.2144,1041.4974,352.9531,1677.4481,293.5163,1146.5656,229.4684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
968.0000,20.0000,1067.7646,1618.2643,1943.2904,1602.9504,1284.3626,1578.5468,1676.6266,1544.3336,659.5943,1427.6826,1632.7219,808.1676,1196.0766,777.7389,151.3225,750.1428,1287.8562,705.9202,203.7144,617.9444,582.4801,593.6254,1953.7472,507.0727,614.4511,518.6997,373.9484,508.4932,775.9762,511.1520,1040.9615,431.3183,1681.5249,369.4220,1147.1468,309.2783,1666.8844,99.3517,674.6972,74.2321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
969.0000,19.0000,1283.4627,1655.0062,1677.2104,1621.6500,660.3136,1504.6417,1632.8100,885.5091,1196.1832,855.6486,151.2019,827.8732,1287.9410,783.8667,203.6364,695.5234,582.9714,671.0149,1953.9605,584.2062,614.4506,595.6477,373.8572,585.9643,777.1251,588.8062,1040.4704,508.9532,1684.4739,444.2306,1147.6499,387.7029,1667.0624,176.5309,674.4855,151.1587,972.0213,66.3268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
970.0000,17.0000,660.8852,1582.8300,1633.0672,963.8642,1196.3750,934.1287,150.6302,906.0393,1287.9797,862.7779,203.9957,773.8129,583.0109,749.3167,1954.1965,662.6507,614.6246,674.2551,374.0351,664.3429,778.3411,667.3027,1039.7450,587.5171,1687.2710,519.5669,1148.1606,466.9447,1667.5193,254.5208,674.4578,229.5399,972.0052,144.2318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
971.0000,17.0000,1633.2416,1041.6123,1196.8518,1011.9630,150.7012,984.0560,1288.3459,940.3234,204.2115,851.6863,583.0258,826.8417,1954.1951,740.3051,614.8669,752.5122,374.4276,742.1329,779.8116,744.5648,1039.3216,665.3936,1689.9315,594.3545,1148.1738,544.6879,1667.9937,331.9619,674.7589,307.2046,972.1154,221.8027,1180.0618,106.7308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
972.0000,18.0000,1633.5492,1120.5973,1197.2626,1091.0990,150.1896,1062.2041,1288.7036,1019.6366,204.4876,930.4752,583.5398,905.2271,1954.7860,819.2665,615.1751,831.2475,374.8228,821.2878,781.6461,823.3180,1038.5629,744.1978,1692.8273,671.3490,1147.8525,622.7152,1668.4123,410.9259,674.5029,385.4663,972.4030,300.5758,1180.1043,185.2607,778.0453,35.4750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
973.0000,19.0000,1633.7114,1198.2822,1197.5627,1168.8766,149.7833,1140.0121,1288.9212,1097.3577,204.9233,1007.6874,584.0847,982.7571,1954.7554,896.7304,615.5674,909.2175,374.8626,898.7753,783.2545,900.4371,1038.2053,821.8270,1695.8118,747.9329,1147.2888,699.4523,1668.9594,487.8823,675.0033,463.4325,972.5128,378.0910,1180.3000,262.6135,777.5857,113.1260,1519.3288,84.4601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
974.0000,21.0000,1634.1335,1277.3923,1197.8171,1246.9506,148.9621,1217.7980,1289.2008,1175.9290,205.3908,1085.9171,584.1069,1061.5810,1954.8666,975.1198,615.7460,987.4409,375.1424,976.9787,784.9011,978.7241,1038.1571,900.4401,1699.0745,826.1670,1147.0093,777.2723,1669.3057,566.2231,675.1675,541.4158,972.8442,456.1869,1180.4464,341.0774,777.6547,191.5896,1516.2835,161.8334,1489.6556,65.0214,1315.9647,36.6933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
975.0000,22.0000,1633.9596,1354.6933,1198.3904,1324.5051,148.5848,1296.2254,1289.6263,1252.9501,206.0337,1163.3446,584.6029,1139.4464,616.2535,1064.7365,1955.1251,1051.9781,375.8495,1054.4319,786.5291,1056.3948,1038.1532,977.6944,1702.2281,904.2030,1147.1501,854.5315,1669.7776,643.7106,675.2944,618.9960,973.1370,534.0481,1180.4715,418.5731,777.7105,269.5706,1512.6524,237.6850,1490.2575,142.1185,1316.0093,114.6356,513.0969,60.8831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
976.0000,22.0000,1633.7818,1432.5799,1199.3303,1402.6642,147.9655,1375.5442,1289.9814,1331.8461,206.6440,1241.8040,585.4124,1218.1851,616.9038,1143.6711,1955.3950,1130.7176,376.2175,1133.1902,787.7591,1135.0996,1038.3686,1056.7576,1704.5866,982.8473,1147.4319,933.4623,1670.2654,722.6290,675.7641,697.8770,973.4554,612.7868,1181.3540,497.0216,777.9627,347.9277,1509.6277,313.6401,1490.5763,220.4847,1315.8431,193.2851,513.5172,139.5195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
977.0000,22.0000,1634.1286,1509.5855,1200.2261,1480.1220,147.1065,1453.5921,1289.9712,1409.6234,207.3226,1319.3471,585.6612,1296.1207,617.1471,1221.2626,1955.4477,1207.9417,376.7870,1210.6585,788.5889,1212.9160,1039.0004,1134.4045,1706.3781,1060.8544,1147.4803,1012.1016,1670.7172,800.5564,675.9486,775.3871,973.9111,690.8209,1181.4361,574.8620,778.3732,425.3767,1507.8278,387.8386,1491.3373,297.7382,1315.4546,271.8829,513.5065,216.5049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
978.0000,22.0000,1633.9460,1586.7205,1200.8420,1557.5451,146.0983,1531.9022,1289.4077,1487.5599,207.7645,1396.7691,586.3613,1374.6001,617.5684,1298.8147,1955.3370,1285.3026,377.3038,1288.4840,788.9130,1290.6223,1040.0659,1212.8687,1707.5936,1139.1226,1147.5249,1091.4035,1671.0634,878.5198,676.3128,853.4970,974.3974,769.1709,1181.7232,653.3288,778.9442,503.2123,1506.6737,462.2600,1491.7153,375.3235,1315.0047,350.9442,513.2739,294.0860,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
979.0000,22.0000,1201.5070,1634.8386,145.7814,1609.1501,1288.7005,1564.9338,208.6406,1473.7900,587.3277,1452.6258,618.1896,1376.5602,1955.3096,1362.9707,378.2478,1366.2441,789.0935,1368.9221,1041.0113,1291.1818,1707.8491,1216.1518,1147.3831,1170.7432,1671.3811,956.3576,677.0982,931.9349,974.6033,847.3607,1181.8569,731.6634,779.0529,580.4185,1505.9689,537.1516,1492.0892,453.4411,1314.1198,430.0193,513.6340,371.9131,506.6173,35.7828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
980.0000,21.0000,1287.7755,1642.7588,209.4488,1551.2902,588.1897,1530.8040,618.9093,1454.7676,1955.3177,1440.6337,379.2302,1444.1193,788.8289,1447.1557,1042.3914,1370.0535,1707.6907,1293.4394,1147.6114,1249.5807,1671.6008,1034.6612,677.5953,1010.1540,974.9696,926.3009,1182.2604,809.9415,779.4579,658.4167,1504.8501,613.2255,1492.3941,531.6590,1312.9482,509.1445,513.6492,450.0080,506.9125,113.7297,1217.7088,90.1747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
981.0000,21.0000,210.1910,1628.2422,588.5058,1608.0122,619.5922,1532.5757,1955.2955,1517.9870,379.7928,1521.5489,788.5249,1524.7136,1043.5672,1448.4585,1707.0669,1370.4043,1147.8789,1328.0766,1671.4331,1113.1699,677.9322,1088.5667,975.3087,1004.7427,1182.5371,888.6040,779.9509,736.1911,1503.7734,689.6207,1492.6038,609.9351,1311.8138,588.4729,514.0027,528.2677,506.4205,191.3618,1216.4195,169.4012,753.1513,102.8023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
982.0000,20.0000,620.3073,1610.2789,1955.0897,1594.9904,381.2536,1598.9410,788.4380,1603.0955,1044.9549,1525.8959,1706.2421,1447.6167,1148.2709,1406.6349,1671.7312,1191.5397,678.0498,1166.7018,975.6082,1082.9294,1182.9785,966.7550,780.3094,814.2303,1503.0413,766.6343,1492.8774,688.2888,1311.1788,668.4228,514.1079,606.6375,506.4741,269.4365,1215.3731,248.8834,753.3486,180.8817,1653.4610,88.4711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
983.0000,17.0000,1046.1900,1603.0764,1705.3489,1525.1514,1148.4649,1484.9920,1671.9777,1270.2349,678.8561,1245.3844,975.9455,1161.7457,1183.3109,1045.4491,780.8494,893.2458,1502.3085,844.4160,1493.0634,767.1706,1310.7214,749.0272,514.2140,685.3451,506.5709,348.1382,1214.8430,328.7119,753.1954,259.2184,1653.9528,166.8534,262.7850,76.2035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
984.0000,18.0000,1704.2780,1603.0354,1148.0898,1563.0688,1671.8921,1348.4375,679.7240,1324.1701,975.8810,1240.2344,1183.7772,1124.4612,780.7871,972.3710,1501.0830,922.8541,1493.1262,845.7070,1309.8192,828.9223,514.4693,764.0343,506.7755,426.6278,1214.4114,408.5438,753.4466,337.8235,1654.4679,245.3474,262.7831,154.5864,1535.6006,88.5609,903.2855,48.7087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
985.0000,17.0000,1147.8897,1641.2094,1672.3567,1426.5708,680.2520,1402.7017,976.5926,1319.5959,1183.9919,1203.3244,781.1783,1051.7942,1500.8195,1000.8697,1493.3531,925.1180,1309.2795,908.0639,514.9354,843.1476,506.6440,505.2234,1213.9751,487.8231,753.5752,416.4079,1654.8918,323.3798,262.7418,232.7745,1536.3150,167.3109,903.5706,127.2683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
