FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y,MidPoint_18_x,MidPoint_18_y,MidPoint_19_x,MidPoint_19_y,MidPoint_20_x,MidPoint_20_y
567.0000,7.0000,541.9509,1442.7966,1712.5192,1259.6227,568.8460,835.6566,1886.1902,569.0498,147.7566,398.6697,1827.1661,350.1563,429.0349,140.2200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
568.0000,7.0000,538.3534,1520.6836,1712.1773,1337.9325,569.3394,914.4567,1887.4767,645.2043,147.7599,476.5495,1827.0209,426.3751,427.0303,220.3444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
569.0000,7.0000,535.6784,1598.3226,1711.8423,1415.0332,570.0354,992.6461,1889.1951,720.8669,147.8419,554.1547,1827.8994,501.9141,425.8302,299.7967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
570.0000,6.0000,1711.7025,1492.6373,570.8770,1071.4304,1890.3022,797.1312,147.6885,632.2433,1828.2379,578.4062,424.4729,380.4147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
571.0000,6.0000,1711.0469,1569.6908,571.2405,1149.9835,1891.6467,873.5647,147.2624,710.2693,1828.8762,654.4109,423.7723,460.8934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
572.0000,6.0000,1710.0940,1645.6175,572.6042,1229.4459,1893.1864,950.6720,147.3398,788.9659,1829.2360,731.8888,423.0382,542.2305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
573.0000,6.0000,574.3938,1307.9158,1894.7431,1026.7564,147.3404,866.4189,1829.2835,807.8006,422.5553,622.2150,277.9388,93.5770,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
574.0000,6.0000,575.2951,1386.6789,1895.3507,1103.3932,147.4932,944.7234,1829.9081,884.9172,421.8250,703.2414,275.5801,173.8740,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575.0000,7.0000,576.6707,1464.5492,1896.9956,1179.1907,147.7306,1021.9793,1830.0222,961.1107,421.0351,783.4777,273.4668,252.8340,890.0576,67.6642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
576.0000,7.0000,577.6224,1544.2165,1898.6779,1256.6626,147.4471,1100.7055,1829.7009,1038.7526,420.7852,865.6382,270.9355,333.4130,888.3013,148.3091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
577.0000,7.0000,579.8657,1622.5423,1899.4972,1331.9432,147.5650,1177.4588,1829.6652,1114.5309,420.4617,945.5950,269.7216,411.9062,886.4666,227.2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
578.0000,6.0000,1901.1104,1409.1329,147.5535,1255.2583,1829.6456,1191.0931,420.0195,1026.6479,267.7000,491.7408,884.1627,306.6805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
579.0000,8.0000,1901.4456,1484.3416,147.9538,1331.5961,1829.6750,1266.4929,419.1440,1106.2145,265.9946,569.5884,882.4481,385.2573,1088.9279,102.9222,1897.3456,77.4412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
580.0000,8.0000,1901.5206,1557.9415,149.2016,1408.0457,1830.1084,1342.7685,418.5799,1186.7195,264.2892,648.8207,881.3993,464.9824,1089.1261,182.2476,1896.4486,157.2024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
581.0000,8.0000,1903.2358,1631.7414,150.2516,1481.4423,1829.5780,1417.4489,418.2660,1265.7304,263.5781,725.8584,880.2283,543.1932,1089.6882,261.0031,1895.9091,234.3499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
582.0000,8.0000,150.5076,1556.3708,1829.5493,1492.8731,417.8431,1345.6888,262.7296,805.0619,879.4552,621.8524,1089.6627,340.6737,1895.8240,312.4130,1350.6313,70.1046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
583.0000,8.0000,152.7407,1629.6842,1829.1447,1566.0508,416.8200,1424.1547,262.1892,882.1176,878.4894,699.4584,1090.2198,419.1098,1895.2615,388.9892,1353.2430,150.9636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
584.0000,7.0000,1828.5415,1640.0361,416.6370,1503.1838,261.4957,959.7460,878.4396,777.9982,1090.2104,499.0264,1895.0674,466.9827,1356.6184,232.1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
585.0000,6.0000,418.5705,1580.7388,260.9418,1037.5517,878.1634,855.8900,1090.5568,578.1053,1895.3670,544.7520,1359.0347,313.3629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
586.0000,5.0000,260.5354,1116.6579,878.4181,935.0931,1091.0912,658.5511,1895.4623,623.2624,1361.7040,395.2642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
587.0000,5.0000,259.9173,1194.7563,878.6889,1013.6293,1091.4028,738.4839,1895.8146,701.7940,1364.1315,477.2378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
588.0000,5.0000,259.4760,1273.2378,879.5278,1092.3787,1091.5578,818.2943,1896.4571,780.2609,1366.8038,559.1371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
589.0000,5.0000,258.8278,1350.6748,880.3248,1170.7286,1092.5069,897.8301,1897.0026,858.9025,1369.7541,641.0935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590.0000,5.0000,259.2388,1428.5350,881.4756,1249.6802,1092.7207,978.3699,1897.5181,939.7146,1371.6432,724.3522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591.0000,5.0000,260.6094,1506.6121,883.2124,1329.5761,1092.5955,1058.6013,1898.4834,1020.1496,1373.5144,807.2235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
592.0000,5.0000,261.7503,1583.7594,885.0950,1408.6971,1093.2247,1138.4530,1899.9535,1099.1922,1375.8976,889.5847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
593.0000,5.0000,262.1278,1639.8978,886.8845,1488.1319,1093.5004,1218.2527,1900.8414,1177.9195,1377.8908,971.8865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
594.0000,4.0000,888.9001,1566.5447,1094.0923,1298.0751,1902.1866,1256.9992,1379.6444,1054.1613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
595.0000,4.0000,1094.8123,1377.9544,1902.9937,1335.5640,1381.7284,1136.0527,903.0848,106.7237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
596.0000,5.0000,1095.0229,1456.6938,1903.6712,1412.5676,1384.2850,1216.7073,903.5386,183.4886,769.3832,96.5303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
597.0000,5.0000,1094.9890,1534.9717,1904.2812,1489.8240,1386.1461,1297.8765,903.9927,261.0962,769.1375,174.6014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
598.0000,5.0000,1095.5636,1612.5123,1904.1091,1566.2279,1387.7018,1378.1795,904.7931,338.0149,769.9263,251.6201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
599.0000,3.0000,1390.3719,1458.6197,905.9224,416.5753,769.6345,330.0649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600.0000,3.0000,1391.8846,1538.7143,907.0644,494.2600,770.3952,408.5355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
601.0000,5.0000,1393.5696,1619.8944,908.1842,573.0372,769.6027,488.2326,949.9807,78.8312,1471.1471,52.1378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
602.0000,4.0000,909.9956,651.9620,770.4826,567.7089,949.9532,158.1277,1470.9100,127.8859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603.0000,4.0000,911.3422,731.6154,770.5337,648.3563,949.6257,238.1659,1470.2494,205.5474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
604.0000,4.0000,913.7240,811.3793,770.8418,728.6538,949.2804,317.6106,1469.8473,282.2336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
605.0000,4.0000,915.3797,891.1405,770.9160,810.2544,948.7689,398.4711,1469.2932,360.0746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
606.0000,4.0000,917.3418,969.1625,771.2652,890.7260,948.6572,476.9772,1468.6380,436.3770,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
607.0000,5.0000,919.0857,1048.4009,771.8333,972.5244,948.4305,557.2486,1468.1841,514.0249,1407.4917,120.2579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
608.0000,7.0000,920.5069,1125.6749,771.8498,1052.4426,948.2596,635.7031,1467.4068,590.0346,1408.8540,197.4670,1852.5314,136.9723,605.1393,98.5188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
609.0000,7.0000,922.2348,1204.6173,772.3272,1133.3944,948.3010,715.5629,1467.1361,667.5207,1410.0523,276.3266,1849.3195,216.9251,605.6822,177.6939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
610.0000,8.0000,923.4911,1281.9166,772.6455,1213.4231,948.1466,793.9404,1466.6055,744.2302,1410.9441,353.6070,1845.7566,296.8503,605.8583,255.3405,907.0095,104.0719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
611.0000,8.0000,924.4622,1360.7500,773.4176,1293.3842,947.7583,872.8287,1466.6096,821.5722,1412.1881,432.2419,1841.8212,376.5922,605.8461,334.2123,906.9849,182.2950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
612.0000,8.0000,925.4287,1438.5825,773.7860,1372.8428,947.5459,950.2595,1466.1021,898.1865,1412.6182,509.3340,1838.3368,456.5085,606.1299,412.4837,907.3202,260.3719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
613.0000,9.0000,925.9840,1517.9071,774.4607,1453.5048,946.5298,1029.9830,1465.7561,976.2206,1413.9505,588.7765,1834.6224,537.3024,605.9728,492.2828,907.6017,340.4943,1745.3173,115.0354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
614.0000,9.0000,927.1107,1596.5960,774.7444,1532.9574,945.5581,1108.2896,1465.3291,1053.3417,1415.3792,667.0006,1831.1099,617.7472,606.2979,571.1848,907.7080,418.9455,1744.2543,194.1418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
615.0000,9.0000,776.7236,1613.0208,945.0714,1187.6981,1464.4266,1131.0784,1416.7011,746.6616,1827.4423,698.9444,606.9266,651.4347,936.5029,507.6188,880.2290,491.0038,1743.2865,273.9968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
616.0000,8.0000,944.7313,1266.3890,1463.8870,1207.9964,1418.1714,825.3248,1823.7624,780.1742,607.4044,731.0892,936.8054,587.1812,880.7396,570.5360,1742.5615,353.4491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
617.0000,9.0000,943.8611,1346.6881,1463.0151,1284.7395,1419.1848,904.8531,1820.0354,861.2675,607.5602,811.3177,937.3919,667.8781,881.4161,651.5755,1742.2906,434.3303,1513.4858,105.5895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
618.0000,9.0000,944.1797,1425.5561,1461.7669,1361.1471,1420.4796,984.2905,1816.2319,942.5394,607.6659,891.7365,937.7985,747.8889,881.8957,731.2650,1742.4165,513.8868,1513.9591,184.3954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
619.0000,10.0000,944.3981,1503.9134,1460.7755,1436.7945,1421.7981,1062.6994,1812.8315,1023.6204,607.9678,971.3748,938.0477,827.4905,882.6874,810.6401,1742.9271,592.9295,1514.4733,262.4471,1492.6467,73.7446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
620.0000,11.0000,944.2363,1582.5757,1459.8696,1512.4113,1422.7738,1141.1706,1808.9176,1103.4519,608.2840,1050.8010,937.9502,906.5246,883.1464,889.9296,1743.2982,671.8678,1514.8488,340.7109,1493.1176,150.7658,227.8504,85.9397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
621.0000,10.0000,1458.7110,1587.5404,1423.7850,1219.3504,1805.2087,1183.2337,608.0660,1129.8707,937.9835,985.8810,884.0332,968.4361,1744.0373,750.6490,1514.9263,419.1314,1493.5840,227.6293,224.7624,165.6728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
622.0000,10.0000,1424.7712,1298.1532,1801.2796,1263.1840,607.6167,1209.1252,938.0168,1064.9937,884.8712,1047.8829,1745.2605,829.5887,1515.5860,497.5815,1493.9479,304.7393,222.2106,245.6994,1900.8665,76.3686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
623.0000,10.0000,1425.6061,1375.5249,1797.8044,1342.2659,607.8333,1287.0203,912.5808,1134.2570,1746.7380,906.5482,1515.8343,575.2031,1494.1610,380.8306,219.9218,323.6794,1893.3284,151.4954,1431.0144,110.6744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
624.0000,10.0000,1425.7627,1452.7231,1793.8617,1420.9797,607.6591,1365.9925,913.5799,1212.6195,1748.2356,985.1424,1515.9826,653.8871,1493.8881,458.0862,217.8086,403.4934,1885.4765,227.0240,1428.7746,190.1729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
625.0000,10.0000,1426.5781,1529.4245,1789.8175,1499.1949,607.1138,1443.6100,914.2577,1289.7649,1749.5308,1061.5829,1516.3545,731.5567,1493.9770,534.3686,215.4192,481.9540,1877.1477,301.7295,1426.3675,269.0232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
626.0000,10.0000,1427.5513,1606.8866,1786.0668,1579.3577,607.1809,1522.8065,915.8015,1369.1235,1750.8481,1140.6067,1516.6045,810.2830,1494.3570,611.8529,213.1965,562.4839,1869.0180,379.2243,1424.8814,349.4976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
627.0000,9.0000,608.1412,1600.3358,917.2249,1446.5041,1751.9720,1217.6171,1516.7681,887.7676,1494.3181,688.4683,211.5120,642.2018,1861.7965,454.1906,1423.0570,428.2720,821.5997,101.5941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
628.0000,9.0000,918.0494,1525.5136,1752.5662,1296.0595,1516.8549,966.7501,1494.3851,766.6818,209.0682,722.5882,1852.9781,531.4178,1420.9472,508.4595,821.9869,181.1442,1358.9667,100.4727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
629.0000,10.0000,919.4608,1603.4237,1753.0304,1374.5261,1516.7348,1044.1594,1494.4767,843.8205,207.2147,803.3303,1845.2184,607.6654,1419.2861,588.6102,822.3193,259.4232,1358.9375,177.9557,991.6702,95.5217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
630.0000,9.0000,1753.3247,1454.1629,1516.5223,1122.9105,1494.7235,922.7097,205.2326,884.6616,1836.7164,685.2360,1417.5978,670.3796,822.9377,339.1845,1359.2500,256.9772,991.9753,174.1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
631.0000,10.0000,1753.4819,1531.3105,1516.1778,1199.4595,1494.6434,999.5424,203.6555,964.1364,1828.6898,761.5215,1415.6543,750.1565,824.0545,417.8091,1359.6048,334.7959,993.2125,252.4698,1409.5984,64.3914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
632.0000,10.0000,1753.6709,1611.0713,1515.7576,1277.5881,1494.3307,1077.7939,202.0536,1045.7575,1820.7538,839.3273,1413.9902,831.6615,825.1806,497.5944,1359.2864,414.4694,993.9916,331.5358,1409.8523,144.1519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
633.0000,10.0000,1514.9855,1354.0786,1494.3057,1154.5757,200.3087,1125.6551,1813.2668,916.1142,1412.4805,911.7598,826.3760,576.7853,1359.5468,492.8937,994.8050,410.4260,1410.7916,223.2771,450.8621,100.4188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
634.0000,10.0000,1514.8905,1431.6468,1494.6565,1232.3962,198.6574,1206.5274,1805.0996,994.2457,1410.9485,992.8825,827.8720,656.5538,1360.0721,573.0136,995.9060,490.6334,1411.4965,303.2161,451.0223,179.0441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
635.0000,11.0000,1514.6872,1507.8888,1494.4952,1308.3641,196.7740,1285.3006,1409.5370,1072.0869,1797.0837,1070.0698,828.9576,735.0535,1360.2640,652.0577,953.1507,573.1857,1038.9926,565.4624,1412.6502,381.6997,451.4909,256.8592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
636.0000,12.0000,1513.4094,1585.6672,1494.3361,1385.0099,194.9260,1366.5244,1408.3883,1152.6945,1788.6129,1147.3949,830.0181,814.5553,1360.8734,732.5071,952.5747,653.4361,1040.4949,645.2609,1412.9887,461.2058,451.4725,336.2015,1148.7559,74.2695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
637.0000,15.0000,1511.6980,1660.2012,1494.3664,1460.5147,192.4379,1445.4733,1407.4934,1231.5359,1780.5583,1223.2781,831.1374,893.5124,1361.1934,811.7303,952.9630,733.0575,1041.5070,724.4029,1413.2390,539.9229,451.7048,414.7663,1150.9118,152.3440,678.7997,118.8525,274.2647,114.0975,1271.7587,90.4328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
