FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y
2100.0000,5.0000,1378.6545,1524.5184,1324.3263,1352.0993,232.4252,788.5820,1544.6887,465.0367,1833.2919,345.6297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2101.0000,5.0000,1379.9841,1601.9864,1325.3739,1432.9088,231.2502,868.7793,1545.3122,544.4850,1835.3283,421.4658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2102.0000,4.0000,1326.3799,1513.4066,229.3185,949.5164,1546.1928,624.7422,1836.9672,497.2000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2103.0000,6.0000,1326.4193,1593.8392,227.5104,1030.4947,1546.5760,705.7756,1839.0095,572.7819,809.5319,176.9685,1497.8255,73.1696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2104.0000,5.0000,225.7190,1110.3017,1547.2416,785.3355,1840.7125,648.3065,809.7260,254.9258,1498.1479,151.0972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2105.0000,6.0000,223.7719,1190.0051,1548.3284,864.5386,1842.5236,724.2483,809.5952,333.9336,1498.3999,229.3859,1258.9664,85.1771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2106.0000,7.0000,221.7088,1269.4036,1548.0369,943.9077,1843.8007,800.5368,809.4748,412.6542,1498.6105,307.3121,1259.9515,162.1572,1642.8350,117.2038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2107.0000,7.0000,219.8425,1349.1136,1547.7697,1021.8122,1844.7574,876.6179,809.5866,489.8005,1498.9350,385.2120,1260.6687,238.3745,1648.5003,196.5686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2108.0000,7.0000,217.2727,1427.8026,1547.2023,1099.1494,1845.9427,953.0612,809.7003,568.7800,1499.3193,463.3941,1262.0346,315.0246,1654.2646,275.8750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2109.0000,7.0000,215.1760,1507.5511,1546.8672,1178.0353,1847.2067,1030.8767,809.5102,647.9156,1499.2278,542.7350,1263.0369,392.7000,1660.2645,356.7440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2110.0000,8.0000,214.6701,1586.0139,1546.9214,1257.6273,1848.2887,1108.1409,810.1784,727.0190,1499.4799,622.1602,1264.3302,470.3675,1665.7107,437.5144,1560.2931,64.4623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2111.0000,8.0000,1547.6050,1338.1459,1848.9550,1186.0252,810.3545,806.9697,1499.6000,702.0895,1264.9564,547.9039,1670.7714,518.7184,1561.1931,142.4577,579.7274,113.9725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2112.0000,10.0000,1548.3553,1417.7496,1850.0953,1262.9396,810.8479,886.3232,1499.7732,781.2210,1266.1220,625.0655,1676.0561,599.4564,1561.4239,220.0014,574.2097,188.3933,277.8971,101.5742,1603.6578,73.9216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2113.0000,11.0000,1548.9174,1497.4050,1850.9077,1340.6463,811.5145,966.3188,1500.0085,861.3118,1267.1443,703.0124,1681.3939,680.8038,1562.4437,298.5948,568.5270,263.9772,280.7732,176.6105,1599.9289,153.1242,986.4026,89.8303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2114.0000,11.0000,1548.2013,1576.5608,1851.5545,1418.0108,811.9574,1046.2460,1499.8800,941.1127,1268.0923,780.9224,1686.8534,762.5088,1562.8716,377.0408,562.5850,338.9516,283.6947,251.2792,1596.9025,231.3261,986.5590,169.2604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2115.0000,10.0000,1851.9468,1495.4745,812.9730,1125.7317,1500.1847,1020.6760,1269.3382,858.6509,1692.7464,843.5190,1563.1530,456.1016,557.2422,413.6531,286.0412,326.2915,1593.7523,310.1808,987.4264,248.2826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2116.0000,10.0000,1851.1021,1570.0933,813.6169,1205.2426,1500.3315,1099.8481,1270.8273,935.4779,1697.6683,924.4132,1563.5872,534.5470,551.7140,488.7819,288.2900,401.1509,1590.7031,387.9067,987.1243,327.8103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2117.0000,10.0000,1852.6559,1645.6422,813.7481,1285.4767,1500.4465,1179.6457,1271.6843,1013.0832,1702.4903,1005.9373,1563.8286,614.1820,545.9596,564.9972,291.4648,477.3986,1586.8334,467.7673,987.3200,408.0522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2118.0000,10.0000,814.3119,1364.6064,1499.8691,1259.0730,1272.6882,1089.7757,1707.1466,1086.4993,1564.3745,692.7531,540.9863,639.9023,294.2355,552.6891,1583.5141,546.5191,987.6898,487.4087,448.4941,102.9558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2119.0000,10.0000,814.8764,1444.6530,1500.0529,1338.6763,1274.2374,1167.2069,1711.7975,1167.3146,1564.7921,772.4129,536.0451,716.1275,297.2006,628.3244,1580.6289,624.8185,988.2699,567.6491,447.8439,182.0028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2120.0000,11.0000,815.8235,1523.1469,1500.4446,1416.4847,1275.4367,1243.6301,1716.6746,1246.8050,1564.9712,850.5732,531.6250,791.4907,299.6701,703.2962,1577.5891,702.7593,989.0948,646.4916,447.7624,260.5138,790.2372,82.2370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2121.0000,13.0000,807.7384,1653.0892,823.6164,1552.3386,1499.9897,1495.0844,1277.2551,1319.8346,1721.1460,1326.7745,1565.3309,929.3900,526.6491,867.0723,302.4805,778.7851,1574.6886,781.4692,989.3095,725.9153,447.3338,339.1852,790.5354,161.0809,1396.2158,136.2735,NaN,NaN,NaN,NaN,NaN,NaN
2122.0000,12.0000,824.6470,1631.6308,1499.7011,1573.4628,1278.4032,1396.2999,1724.8896,1407.0795,1565.6142,1007.7747,521.7794,943.2064,305.3764,854.7621,1571.4035,860.8874,989.5274,805.5658,447.5491,418.5808,790.4980,240.3797,1398.2680,215.1522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2123.0000,10.0000,1279.6377,1472.5257,1728.7906,1486.6347,1566.0204,1086.3019,517.6409,1018.7633,308.7487,930.3735,1568.6354,939.2536,990.0003,884.4313,448.0037,497.4721,791.4425,319.3399,1401.1145,294.3834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2124.0000,10.0000,1281.0362,1548.7684,1732.4799,1566.8609,1566.1924,1164.3210,513.2815,1094.1886,310.8334,1005.2050,1565.1294,1017.8388,989.5180,963.9769,448.4503,576.8748,791.2330,398.8898,1403.2908,373.0792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2125.0000,10.0000,1283.0560,1625.2310,1566.2778,1242.3798,509.5573,1169.9155,314.3437,1081.4490,1561.5208,1096.1064,989.7385,1043.2603,449.2946,656.4579,791.0563,478.5150,1405.8241,452.4947,885.4881,107.6210,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2126.0000,9.0000,1566.4453,1320.6188,505.1648,1245.9395,317.5518,1157.7897,1557.9057,1174.7238,989.5534,1122.8777,449.7792,735.8135,791.3904,557.6454,1408.0474,531.4969,884.3801,185.4362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2127.0000,9.0000,1566.6161,1399.3313,501.3090,1322.0275,1555.0476,1254.3803,319.9931,1233.8841,989.7215,1202.5172,450.8627,815.9464,791.3078,638.0818,1410.2237,611.6281,883.3768,263.4274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2128.0000,9.0000,1567.4845,1477.2087,498.0951,1397.9959,1552.1060,1333.3926,322.4386,1309.1913,990.3087,1281.7406,452.0320,894.8236,791.6080,717.6556,1412.2982,690.6990,882.6631,340.9034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2129.0000,9.0000,1567.1103,1554.6433,494.9520,1472.6078,1549.2139,1410.4478,325.1140,1383.9775,991.1481,1359.8047,452.6463,972.9973,792.4108,796.5281,1413.7993,768.2175,881.5112,417.6496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2130.0000,9.0000,1566.8755,1631.1659,491.4113,1547.5442,1546.4007,1487.4602,327.5221,1459.2833,991.2509,1438.6898,453.5657,1051.6554,792.4973,875.4711,1415.1112,846.7152,880.0240,494.6997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2131.0000,9.0000,488.8366,1619.7146,1543.7009,1565.4418,331.4693,1534.0546,991.6599,1517.3375,455.0276,1129.9514,792.5497,954.3456,1416.8868,925.3420,879.1748,571.8857,1231.3299,93.5009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2132.0000,7.0000,335.7156,1608.4295,992.1897,1595.4904,456.1042,1207.5138,793.0128,1032.7053,1418.8163,1003.6464,878.2603,648.7030,1229.4877,171.8321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2133.0000,6.0000,457.6120,1284.7915,793.1006,1110.7200,1420.3832,1081.6805,877.5718,725.4730,1227.8763,250.0956,1269.1620,106.9508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2134.0000,6.0000,458.7459,1363.1890,793.4254,1188.7558,1421.9004,1160.5762,876.3674,803.2420,1226.3631,329.5439,1270.2778,186.2353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2135.0000,6.0000,460.7855,1440.6635,793.7719,1266.7265,1423.2164,1239.0057,875.2274,880.4937,1225.0553,408.5475,1271.5963,265.3816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2136.0000,7.0000,462.4868,1517.8728,793.8798,1345.0838,1424.2581,1317.8173,874.2272,958.6090,1224.3642,488.2114,1272.9726,344.8477,393.5984,88.1525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2137.0000,8.0000,465.1264,1593.9850,793.8499,1423.1463,1425.0696,1396.6312,873.4715,1036.0420,1223.8198,568.0668,1273.9343,424.6791,394.0299,166.7983,1624.0623,54.0663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2138.0000,7.0000,793.6112,1501.3211,1425.7285,1475.6599,872.9248,1113.5011,1223.3481,647.2801,1274.7455,504.2684,394.3172,245.7292,1622.1159,129.8205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2139.0000,7.0000,793.8050,1578.2569,1425.8808,1553.8361,871.8775,1190.3025,1222.9599,726.2602,1275.7656,583.3082,394.8112,324.2508,1620.5645,205.0107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2140.0000,7.0000,793.8026,1654.9814,1426.1476,1633.7995,870.5599,1268.2546,1222.6023,806.1443,1276.1961,663.7750,394.9773,403.5598,1618.9313,281.0761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2141.0000,5.0000,869.4037,1345.8381,1222.5860,885.6046,1277.0872,743.2776,395.0752,482.0108,1618.0669,357.0780,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2142.0000,7.0000,868.8517,1423.4427,1222.6212,965.8490,1278.2012,823.8730,395.1071,561.9543,1616.7534,434.4160,1534.8000,124.3388,778.8144,103.5422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2143.0000,7.0000,867.4046,1500.1704,1222.8479,1044.7086,1279.3072,903.4951,395.0291,640.4413,1615.2521,510.6010,1534.7570,201.7967,775.9885,181.8291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2144.0000,7.0000,866.2776,1576.1889,1223.3775,1124.5909,1280.4121,983.6067,394.6966,719.9626,1613.9332,587.3503,1534.4509,280.6525,773.7336,260.5878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2145.0000,6.0000,1223.5435,1203.5217,1280.9864,1063.5574,394.3423,798.6969,1612.3475,664.3648,1534.6052,359.1966,771.0521,340.0069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2146.0000,6.0000,1223.8146,1282.9308,1281.5053,1142.8465,394.3999,877.6696,1611.4347,741.7701,1535.0258,438.7094,768.2891,419.0985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2147.0000,6.0000,1224.3635,1361.7382,1281.6779,1221.6091,394.2215,956.7925,1610.0645,818.9261,1535.6416,517.7636,765.0634,498.5799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2148.0000,6.0000,1224.1809,1440.4164,1281.2006,1301.1507,393.6189,1036.1865,1609.4107,896.0759,1536.2082,597.4368,761.9778,578.5962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2149.0000,6.0000,1225.0047,1519.4254,1281.2736,1378.7174,393.4577,1114.6176,1607.9118,973.4704,1537.1004,676.7094,758.7222,656.8747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2150.0000,6.0000,1225.6089,1598.4223,1281.6953,1457.1140,393.2298,1193.2071,1607.3263,1051.4599,1538.5195,756.9184,756.5757,736.6559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2151.0000,5.0000,1281.9684,1534.5578,392.8333,1271.4256,1606.5946,1129.0115,1539.8378,836.0032,754.6491,815.8370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2152.0000,5.0000,1281.7610,1613.1988,392.0085,1349.8985,1605.9383,1205.6858,1540.6032,915.6895,752.5211,895.1466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2153.0000,4.0000,391.7922,1427.7369,1604.4347,1282.2911,1540.5959,994.5890,750.4331,974.0788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2154.0000,5.0000,391.8873,1505.6417,1603.7526,1358.7923,1541.0238,1072.6670,748.3149,1052.5612,1587.5222,125.3143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2155.0000,6.0000,392.0737,1583.5374,1602.5241,1435.3162,1540.3059,1151.5999,745.5217,1131.0968,1585.3617,203.6354,611.6454,169.8488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2156.0000,6.0000,1601.5089,1511.9905,1539.8584,1229.9134,743.1710,1210.6464,1583.1855,283.0557,611.2219,248.3014,1883.4888,75.5994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2157.0000,6.0000,1598.8932,1586.5556,1538.9016,1308.3606,740.6329,1288.6803,1581.3483,361.5253,610.6054,326.2842,1880.3584,154.9512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2158.0000,5.0000,1539.0624,1386.1710,737.1736,1367.5311,1579.4337,440.2240,610.2892,404.6730,1876.3861,234.3920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2159.0000,6.0000,1538.9229,1464.3450,734.6706,1445.8467,1577.6282,520.0279,610.3944,484.2340,1872.6087,314.9874,1960.9231,50.8523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2160.0000,6.0000,1538.7459,1542.2943,731.9675,1524.5004,1576.1755,599.3106,610.7150,563.5008,1869.0081,395.2902,1957.7759,123.5041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2161.0000,7.0000,1538.2687,1620.3028,729.3643,1604.1939,1574.6114,678.2875,610.4687,642.8928,1865.3451,475.3808,1954.4059,195.9627,1319.5156,102.3656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2162.0000,6.0000,615.9162,782.4715,1573.2694,756.4805,604.6398,657.4591,1861.7719,554.7742,1951.1328,267.9457,1320.0681,179.6273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2163.0000,6.0000,615.5694,862.9448,1571.4478,836.2740,605.2219,736.7458,1858.2982,635.5448,1948.3931,340.8305,1321.0521,258.9773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2164.0000,7.0000,616.1068,943.3985,1569.8637,916.6274,605.8207,816.6289,1854.9568,716.3093,1944.7629,414.0846,1322.5753,338.2160,714.7712,44.1083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2165.0000,7.0000,616.5350,1023.1186,1567.9553,996.4360,606.6429,896.2745,1851.8026,797.0931,1941.8693,487.5319,1324.0508,417.1796,714.0668,124.9348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2166.0000,7.0000,617.4198,1100.8695,1566.3499,1074.3506,606.8552,974.1432,1848.1485,875.2820,1939.2702,559.4558,1325.6983,494.3280,715.2711,204.9675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2167.0000,7.0000,1564.5289,1153.8297,612.5687,1118.4987,1844.5179,955.8331,1936.2934,632.9399,1327.3615,572.4190,715.8377,285.7179,1636.9783,43.5512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2168.0000,9.0000,1562.7125,1232.1309,613.4251,1196.1801,1841.0880,1035.9468,1933.4650,705.7139,1329.2851,650.5663,716.2547,366.1059,1637.5301,121.5193,962.0878,148.2951,1526.1123,47.6252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2169.0000,9.0000,1560.8427,1310.1774,613.6655,1273.3453,1837.4207,1115.0484,1931.1259,777.8703,1330.8551,727.8199,716.7925,446.7368,1638.5077,199.7209,961.8295,225.3620,1526.5637,124.5547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2170.0000,9.0000,1559.1363,1389.2957,614.6915,1351.0783,1833.7019,1193.9154,1927.7669,850.3454,1332.6471,805.3267,717.2935,527.2817,1639.4396,277.6485,961.4838,303.5517,1527.4611,201.2325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2171.0000,10.0000,1557.2860,1467.6001,615.3459,1429.6592,1829.5250,1273.6776,1924.2265,923.8650,1334.3754,884.0867,717.7873,609.0147,923.0734,417.0244,1639.1859,356.7356,1002.2549,345.2610,1526.8340,279.1087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2172.0000,10.0000,1555.8360,1545.9629,617.0826,1505.5693,1825.9618,1352.8844,1920.6365,996.0934,1336.0605,961.9672,718.4966,689.8824,922.5387,495.5456,1640.0282,435.2445,1002.8326,423.9965,1527.9885,357.0327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2173.0000,10.0000,1554.2589,1626.3752,618.4620,1582.3988,1822.6326,1433.3678,1917.1192,1069.3119,1338.1522,1041.2842,718.6041,771.7016,921.9805,575.2469,1640.1712,514.4522,1002.6988,503.7108,1528.0141,436.2300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2174.0000,10.0000,1819.9749,1512.2880,1913.3017,1141.2830,1340.0160,1119.3931,718.9336,852.1929,921.3484,654.4251,1640.5803,592.9967,1003.0761,582.9172,1528.1932,514.8041,1725.6322,115.6237,962.8287,99.6196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2175.0000,10.0000,1816.4756,1592.2499,1909.6734,1214.4657,1342.0848,1197.6363,719.5925,932.8884,920.7061,733.9314,1640.4473,672.2789,1003.0379,662.7053,1528.2994,593.6213,1726.3623,194.9374,960.1231,177.3812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2176.0000,9.0000,1906.3883,1287.3366,1344.2662,1275.6410,720.0199,1013.3346,920.4137,813.3260,1641.1341,751.7114,1003.3059,742.5118,1529.0150,672.8185,1727.1156,274.0162,957.6250,255.0187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2177.0000,10.0000,1903.3756,1359.9584,1346.6684,1354.4407,720.8853,1093.8654,920.1353,892.6220,1641.6671,831.4795,1003.9452,822.6424,1529.6528,752.5636,1727.6885,353.2514,955.4266,333.0567,272.7762,84.7388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2178.0000,10.0000,1899.8252,1432.6414,1348.8197,1432.1587,721.4263,1174.2701,919.4763,972.0751,1642.0115,911.1308,1003.4900,901.8187,1529.3108,832.4885,1727.6608,431.9863,953.2494,411.0972,273.7917,161.2373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2179.0000,12.0000,1895.6754,1504.7359,1351.1219,1510.3143,721.9156,1254.3419,919.0087,1051.7588,1642.1469,990.9636,1004.1601,981.7120,1530.0777,912.7606,1727.7757,510.9493,951.4575,489.3814,275.5037,238.2618,1615.9008,109.7618,1827.2656,47.9742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2180.0000,12.0000,1891.2553,1575.4225,1353.8432,1588.3704,722.1082,1333.7603,918.7233,1131.1802,1642.2968,1070.3857,1004.9471,1061.2106,1530.3809,993.1381,1728.1748,590.2709,948.8165,567.8023,277.3275,314.7391,1620.4606,190.7487,1826.2158,124.1825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2181.0000,11.0000,1886.6349,1646.8709,723.2411,1412.4302,919.0823,1210.1531,1642.4621,1149.6244,1004.9669,1140.4454,1530.9278,1073.6916,1728.5046,669.6056,946.6747,645.6552,279.7435,391.3565,1625.5558,271.8723,1825.1206,200.4435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2182.0000,10.0000,723.4554,1490.4186,919.2102,1289.4111,1643.0258,1228.1977,1005.7343,1219.0649,1531.4919,1154.0203,1729.6242,748.5157,944.6244,723.4273,282.1855,467.9049,1630.7745,352.3955,1824.5816,276.6671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2183.0000,10.0000,724.8514,1567.6595,919.6079,1367.8427,1642.6250,1305.9538,1005.9633,1297.2446,1531.7890,1233.5523,1730.2374,827.5624,943.1210,800.9074,283.8273,543.5198,1635.9072,432.5298,1823.8821,352.7408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
