FrameNr,NumberMidPoints,MidPoint_1_x,MidPoint_1_y,MidPoint_2_x,MidPoint_2_y,MidPoint_3_x,MidPoint_3_y,MidPoint_4_x,MidPoint_4_y,MidPoint_5_x,MidPoint_5_y,MidPoint_6_x,MidPoint_6_y,MidPoint_7_x,MidPoint_7_y,MidPoint_8_x,MidPoint_8_y,MidPoint_9_x,MidPoint_9_y,MidPoint_10_x,MidPoint_10_y,MidPoint_11_x,MidPoint_11_y,MidPoint_12_x,MidPoint_12_y,MidPoint_13_x,MidPoint_13_y,MidPoint_14_x,MidPoint_14_y,MidPoint_15_x,MidPoint_15_y,MidPoint_16_x,MidPoint_16_y,MidPoint_17_x,MidPoint_17_y,MidPoint_18_x,MidPoint_18_y,MidPoint_19_x,MidPoint_19_y,MidPoint_20_x,MidPoint_20_y,MidPoint_21_x,MidPoint_21_y,MidPoint_22_x,MidPoint_22_y,MidPoint_23_x,MidPoint_23_y,MidPoint_24_x,MidPoint_24_y
2151.0000,11.0000,1714.0994,1562.1424,1423.8820,1290.6005,1308.3362,1247.0573,717.3689,1166.5405,579.4977,1132.1226,431.4192,1088.3803,512.7303,889.4625,1621.8299,869.6308,1464.8593,838.2726,1519.0541,123.7797,613.9055,67.9619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2152.0000,13.0000,1712.3223,1637.1679,1422.9310,1369.8981,1307.8925,1325.3719,716.2232,1244.1288,580.0328,1211.0740,431.3484,1167.8517,511.1580,968.3782,1465.1931,918.2922,1624.3378,945.7811,1521.5993,201.1869,613.9470,146.0455,1401.0857,83.9435,880.0548,79.7613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2153.0000,12.0000,1421.2560,1450.3830,1307.9340,1405.6793,715.1334,1325.9403,580.3336,1290.8584,430.9383,1248.1251,509.2418,1048.2554,1465.3290,999.7979,1627.2093,1023.2881,1524.2180,279.8653,613.8542,225.8021,1400.3503,162.6577,880.4609,158.6370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2154.0000,14.0000,1419.9363,1529.4604,1309.0291,1485.3248,713.7522,1404.2881,581.5725,1370.2841,431.8802,1327.7436,507.8171,1127.8021,1465.8638,1079.7270,1630.6170,1100.1397,1526.7343,358.3719,614.0684,304.5770,844.1894,264.1902,1399.4079,240.1811,915.6326,210.6030,1543.2534,77.3341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2155.0000,13.0000,1418.5578,1610.1630,1309.6241,1564.4422,712.4911,1483.1238,582.0980,1450.1804,432.5888,1407.2650,506.1513,1207.7349,1466.2551,1160.4630,1633.1573,1177.6127,1529.1144,437.9718,614.2878,384.7614,1399.3256,318.5139,880.8002,316.1667,1543.9262,156.4003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2156.0000,12.0000,710.8152,1563.0003,582.8549,1529.1862,432.9559,1484.9898,504.2960,1286.6875,1465.8478,1240.0698,1635.4515,1253.9664,1531.3222,516.5984,614.2894,463.4878,844.1303,422.2468,1398.5497,396.9001,916.1967,368.2989,1544.4319,235.1178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2157.0000,11.0000,583.9908,1606.4429,435.1923,1562.6882,503.2034,1365.7697,1465.9523,1319.3234,1637.9557,1330.5195,1533.5532,594.9531,614.6797,542.8301,844.4080,502.0762,1398.7089,475.0858,916.6095,446.7473,1544.8999,314.3957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2158.0000,10.0000,437.1671,1639.1157,501.6899,1443.1074,1465.7893,1398.2752,1640.0933,1406.4273,1535.4306,672.7320,615.1237,620.9371,844.6822,581.2239,1398.5708,553.2262,917.3820,524.9743,1545.7856,392.5681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2159.0000,10.0000,500.0592,1522.4127,1465.9494,1476.3996,1642.0644,1482.3722,1537.1009,750.3529,615.1642,699.4035,845.1740,661.1570,1398.8348,631.3002,917.3623,603.3682,1546.4006,470.9315,851.2104,90.3950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2160.0000,10.0000,498.7762,1599.4104,1465.6688,1554.0704,1643.8740,1557.6926,1538.7688,827.7813,615.0669,777.0812,845.4801,739.9978,1399.0973,708.8869,917.8058,681.3201,1547.1751,548.5532,850.1252,170.1973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2161.0000,9.0000,1466.5502,1631.4700,1645.5226,1632.0198,1540.7705,905.0100,615.0762,855.1338,845.7763,818.7303,1399.0932,786.7715,917.8697,759.4041,1547.6658,626.7440,848.5296,250.2069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2162.0000,7.0000,1542.9158,982.7337,615.9699,933.5421,845.8667,897.6028,1399.0711,865.1313,917.9465,837.5285,1547.5365,705.4366,847.2389,330.8340,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2163.0000,8.0000,1544.6075,1060.3164,616.4401,1011.7050,846.2912,975.9756,1398.6947,943.8590,919.0307,915.6539,1547.3964,783.9176,846.3065,411.1687,154.8008,85.1905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2164.0000,8.0000,1546.3445,1139.1909,617.5419,1090.8127,846.4451,1055.1028,1399.1404,1022.8212,919.7438,994.2898,1547.2858,862.6167,845.5036,491.9496,155.2498,163.4238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2165.0000,8.0000,1547.4633,1217.6231,617.7187,1168.9072,846.1742,1133.4027,1399.3737,1102.0754,920.5226,1072.4971,1546.5293,941.4099,844.9116,572.7331,156.1895,241.0734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2166.0000,8.0000,1548.1831,1296.1986,618.7547,1247.9835,846.2476,1211.5134,1399.7258,1181.6096,921.3652,1151.2879,1546.3599,1019.7011,844.5295,653.6925,157.1537,319.0655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2167.0000,8.0000,1549.0127,1374.8192,619.5850,1326.2883,846.7208,1289.0086,1400.4526,1260.4469,922.5225,1228.9058,1545.7666,1098.0880,843.6136,734.3244,158.6038,396.5186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2168.0000,9.0000,1549.3272,1453.0075,620.2682,1405.3582,846.9744,1367.8089,1401.0388,1340.3277,922.4236,1306.9918,1545.0893,1176.7515,842.8990,815.9279,159.8912,474.1098,582.9412,115.2626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2169.0000,9.0000,1549.9147,1531.3561,620.9409,1483.3049,847.3709,1445.6736,1401.8314,1419.6202,924.3040,1384.5430,1543.6905,1254.5350,841.9708,896.7963,161.8397,551.4286,583.5970,193.4840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2170.0000,10.0000,1550.9646,1611.3621,623.3616,1561.7861,847.6128,1524.1064,1402.6713,1498.4492,925.4582,1462.6744,1542.3520,1332.6996,841.3028,978.4972,163.7162,629.0102,583.6522,271.6169,1311.0327,155.0889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2171.0000,10.0000,624.8553,1638.2149,848.6842,1600.8742,1402.8673,1576.8182,926.1911,1539.3370,1540.8039,1408.9881,840.3371,1058.8746,165.3861,705.0343,584.2181,350.7597,1312.2335,231.6261,727.7888,80.0893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2172.0000,8.0000,926.9531,1617.3503,1539.5384,1486.2909,839.1714,1140.1961,167.6131,782.5627,583.3593,429.6112,1313.1431,309.6990,727.5074,157.4337,1523.7044,46.7127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2173.0000,7.0000,1538.0577,1562.2839,838.9875,1220.0863,169.5684,859.2416,582.7838,508.1000,1313.9254,386.8309,727.0333,234.0188,1524.4161,123.5682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2174.0000,7.0000,1535.6219,1638.1743,838.3899,1300.5367,171.8923,936.7834,582.0982,587.8613,1314.1388,465.4170,726.8935,311.8902,1525.1573,202.1616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2175.0000,6.0000,838.7902,1380.2952,174.0198,1013.2279,581.3084,666.3309,1314.1229,542.5630,726.6622,388.9588,1525.0844,279.8395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2176.0000,6.0000,838.4774,1460.6216,176.4845,1091.4651,581.0522,747.1754,1314.4406,621.8126,726.5692,467.5226,1525.7256,359.8718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2177.0000,7.0000,839.0188,1539.8369,179.2222,1168.4681,581.2312,827.2858,1314.7502,700.6672,725.7597,545.0272,1526.1204,439.3357,648.9801,54.9088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2178.0000,8.0000,839.2186,1620.3062,182.3084,1247.0463,581.7721,908.2474,1314.9782,781.1938,725.1380,624.4140,1526.5977,520.6982,648.9183,134.6965,1015.6468,105.3430,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2179.0000,7.0000,185.5228,1324.2232,581.5165,988.3294,1315.4618,861.1023,724.7888,702.7252,1526.7331,601.0326,649.0143,213.6571,1016.3522,184.9522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2180.0000,7.0000,188.5095,1401.4271,581.6510,1068.9613,1315.3136,942.0820,724.6567,781.7975,1527.0483,682.5968,648.8967,293.0671,1017.1442,265.3171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2181.0000,7.0000,191.6279,1477.6647,582.1357,1148.8396,1315.8573,1021.8006,724.4934,860.2483,1526.8942,763.2313,648.9707,371.7103,1017.6664,344.9982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2182.0000,7.0000,195.2446,1555.2616,582.4642,1229.4839,1315.8646,1103.8827,724.4540,939.9546,1526.7579,844.8945,648.8235,451.3489,1018.4128,425.8118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2183.0000,8.0000,198.8241,1630.8358,583.2123,1309.0754,1316.6244,1183.9271,724.1684,1018.4148,1526.5928,925.5731,648.9766,529.4405,1018.9183,505.7161,124.7993,134.8567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2184.0000,7.0000,583.9327,1389.0055,1317.7741,1264.7775,724.8620,1097.2802,1526.1964,1007.0166,649.3811,607.9157,1019.8298,585.6065,123.9992,212.8862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2185.0000,7.0000,584.8201,1467.8671,1318.3848,1344.5452,724.7501,1175.4253,1525.4944,1087.6759,649.2588,685.5177,1020.5826,665.0230,123.8929,290.7188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2186.0000,8.0000,585.4871,1546.7226,1318.9755,1423.8483,725.2781,1253.8862,1525.2878,1168.8955,649.6590,763.6466,1021.0160,745.1165,124.3039,369.4111,504.1106,106.7023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2187.0000,13.0000,587.2002,1624.7646,1283.9490,1538.1593,1355.1610,1468.1722,725.0699,1332.4074,1524.4120,1249.4216,649.7429,841.5687,1022.2092,825.4127,124.2987,448.7876,1616.9204,205.7289,498.1116,182.6417,1537.8794,136.7341,1652.7288,86.6626,857.2890,53.5859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2188.0000,10.0000,1319.3857,1583.2268,724.9656,1410.3514,1524.2921,1329.5068,650.5287,919.1712,1022.9482,905.2647,123.7484,527.2959,493.0362,258.8624,1579.0425,249.7176,1653.7974,167.9580,855.5538,130.6322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2189.0000,10.0000,1354.7647,1626.4116,725.4826,1487.2175,1524.6707,1409.3078,650.4476,996.7336,1023.0628,985.1027,123.7095,606.6694,487.5022,335.1270,1580.7207,327.9236,1655.0209,249.2686,854.0688,207.9205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2190.0000,9.0000,725.9666,1562.5968,1524.5689,1488.3816,650.7546,1074.8504,1022.8874,1064.9787,123.1178,686.2012,482.2032,412.1583,1581.9906,407.0761,1656.1739,331.3575,852.6953,285.2812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2191.0000,9.0000,724.1954,1639.0868,1524.9128,1567.6151,651.2460,1153.3627,1022.9786,1145.6432,123.3015,767.8161,476.0708,489.8346,1583.4331,487.1033,1656.9579,414.1123,851.1532,363.9692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2192.0000,8.0000,1525.6924,1645.0939,651.6876,1231.4250,1023.0153,1225.1811,122.3790,846.4670,471.0656,566.3481,1584.5918,566.3069,1658.3382,496.2320,849.9115,441.4354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2193.0000,10.0000,652.0532,1309.6721,1023.3509,1305.8983,122.8640,927.2091,466.2641,644.1137,1585.9548,646.6625,1659.3565,578.6950,848.5809,519.7638,1354.6731,170.4880,518.2634,109.2922,615.1410,93.2954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2194.0000,11.0000,652.2965,1388.4013,1023.4352,1385.1557,123.2550,1006.5771,461.1126,720.5848,1660.2424,660.6373,1586.0272,725.6754,846.9576,597.8893,1355.0947,249.9406,519.2155,187.8935,615.6492,172.5039,1303.8045,139.5598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2195.0000,11.0000,653.2124,1467.2095,1023.5632,1465.0177,124.0388,1086.3429,455.8504,797.9140,1660.9835,742.6425,1586.1830,805.8913,846.5444,676.4646,1355.4197,329.7883,519.3774,266.9997,616.1087,252.0642,1304.1287,219.1257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2196.0000,13.0000,653.3563,1545.5302,1023.7131,1543.3967,124.5915,1164.2511,451.3254,874.6060,1661.7360,824.2273,1586.4305,885.7708,845.7680,754.6807,1356.2147,408.9615,519.1931,345.1287,616.7176,331.1113,1304.5605,298.2411,486.3842,108.9261,629.3914,91.1903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2197.0000,12.0000,654.0885,1624.3210,1023.8343,1623.2384,125.9005,1242.9222,447.0964,952.2142,1611.3117,945.7040,845.3072,833.7872,1356.8553,488.8853,519.6296,424.6563,616.9812,410.5166,1305.2779,377.7130,481.5656,189.8040,626.7100,167.5160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2198.0000,10.0000,126.9346,1320.8610,442.9942,1028.3805,1611.5279,1025.2983,844.8451,911.2650,1357.7317,567.3175,519.4748,503.0346,617.6253,488.3311,1306.5199,456.3114,476.9659,269.3958,625.1470,242.3349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2199.0000,10.0000,127.6679,1399.7650,439.2911,1105.0585,1611.0722,1105.8835,845.1477,989.8698,1358.9867,646.9731,519.0022,582.5543,618.4316,567.1224,1307.5930,536.3532,472.3915,349.9305,623.0694,318.4040,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2200.0000,10.0000,128.8385,1477.6017,435.2028,1180.1705,1611.0730,1184.6832,845.0175,1067.9582,1359.8938,725.1200,519.1799,661.2671,619.3062,645.5446,1309.0521,615.1320,468.2120,429.1697,621.0336,393.5537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2201.0000,11.0000,130.4083,1556.1694,431.5002,1256.6670,1610.5772,1264.6298,845.3334,1147.2498,1360.0813,804.3289,519.4340,740.8036,619.9406,724.8984,1310.5856,695.3956,463.7519,510.0748,619.5954,469.8982,757.4568,60.1101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2202.0000,11.0000,130.9031,1625.4464,427.7748,1332.3745,1610.4749,1343.3448,845.3042,1225.4447,1360.5486,882.7542,519.6139,819.0822,620.7525,803.4647,1312.0171,774.8372,459.7009,589.7604,617.5818,546.0326,759.1925,137.2449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2203.0000,11.0000,424.2352,1408.6476,1609.7071,1422.9317,845.9666,1304.7782,1360.8765,962.0114,520.1767,898.2150,621.7334,883.0025,1313.4215,855.0978,455.4189,671.1371,616.4428,623.0595,759.9761,214.6882,706.9299,71.4867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2204.0000,12.0000,1642.8455,1510.8846,420.7126,1484.5418,1544.0414,1481.7113,846.7566,1383.2464,1360.8519,1040.5531,521.3087,976.0758,622.5806,961.7349,1315.5232,934.5154,451.5785,750.6329,615.2613,699.7497,761.0574,291.2987,706.1959,149.1165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2205.0000,12.0000,1642.7018,1591.0266,1542.8959,1561.4624,416.6801,1561.5120,846.5151,1463.4190,1360.5972,1120.5135,522.3231,1055.6895,623.1593,1041.6773,1317.0986,1015.4474,447.6329,832.3331,614.4152,777.8441,762.1801,369.8976,706.1420,228.0428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2206.0000,11.0000,1665.2374,1622.8983,414.1489,1632.7592,847.2302,1541.7277,1360.5699,1198.4246,522.8637,1133.5278,623.9001,1121.1551,1318.8296,1095.8419,443.9455,911.9522,613.2601,855.0380,763.0991,447.6733,705.8955,306.3111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2207.0000,9.0000,847.5906,1621.3691,1360.3598,1277.8487,523.6691,1212.6780,624.1911,1200.2719,1321.0307,1176.2402,440.6840,993.5124,612.7503,932.5906,763.6063,526.3820,706.1254,386.3509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2208.0000,9.0000,1360.8730,1355.5836,524.5735,1291.3464,624.8679,1278.0326,1323.3513,1255.4817,436.6262,1072.9771,612.5298,1009.4687,764.0561,604.6096,706.7479,465.5212,871.9865,63.7770,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
